Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,female_maturity_days,male_maturity_days,gestation_incubation_days,weaning_days,litter_clutch_size,litters_clutches_per_year,inter_repro_interval_days,birth_wt_g,weaning_wt_g,adult_wt_g,growth_rate_1_over_days,max_longevity_years,Source,data_quality,body_mass_g,temperature_K
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,Talazac's shrew tenrec,639,639,61,29,2,NA,NA,3.6,NA,50,0.0298,5.8,434,acceptable,44,303.95
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,Greater hedgehog tenrec,198,258,54,24,3,1,NA,24.7,NA,225,0.0419,14.1,671,acceptable,427.6,305.35
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tenrec,182,NA,58,27,18,1.5,NA,21,225,900,0.0445,8.7,671,acceptable,650,306.15
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,547,547,235,91,2,1,365,3000,8900,46100,0.0083,15.5,671,acceptable,34779.3,311.15
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus,Addax,1065,NA,282,198,1,1,355,5600,NA,92500,NA,28,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala,456,395,198,167,1,1,365,5550,15900,52500,0.0043,25.6,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest,730,NA,247,193,1,1,365,9050,NA,159000,NA,22.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,lervia,Aoudad,335,NA,149,122,1.2,2,229,4500,NA,92500,0.0053,21.7,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,marsupialis,Springbok,213,400,168,121,1,1,365,4160,NA,39000,0.0137,19.8,671,high,NA,312.55
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,cervicapra,Blackbuck,466,NA,168,60,1,1.9,231,3850,NA,37500,NA,23.9,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bison,American bison,912,912,274,259,1,1,452,20000,158000,630000,NA,33.5,671,high,NA,311.85
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bonasus,European bison,730,730,270,213,1,1,641,23375,NA,610000,NA,26.4,671,acceptable,NA,311.5
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,frontalis,Gaur,590,550,275,137,1,0.9,634,23000,NA,825000,NA,26.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,Yak,738,738,274,228,1,0.8,NA,18000,NA,667000,NA,26.3,671,high,NA,311.15
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,javanicus,Banteng,730,NA,295,304,1,1,NA,NA,NA,7e+05,NA,27.1,671,acceptable,NA,311.95
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,Nilgai,815,NA,255,NA,1.5,1,365,5875,NA,180000,NA,21.7,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Water buffalo,502,NA,311,228,1.375,1,365,37500,NA,725000,NA,34.9,671,acceptable,NA,311.25
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis,Anoa,730,730,300,NA,1,1,NA,NA,NA,155000,NA,36.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi,Mountain anoa,NA,NA,295,NA,1,1,NA,NA,NA,150000,NA,29.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor,Takin,730,730,210,NA,1,1,365,6000,NA,180000,NA,21.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,caucasica,West Caucasian tur,NA,NA,157,NA,1,NA,NA,3850,NA,70000,NA,19.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis,East Caucasian tur,1019,914,161,182,1.2,1,NA,3787.5,NA,50000,NA,20.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,745,NA,163,167,2,NA,NA,NA,NA,41000,NA,19.1,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus,Domestic goat,406,685,155,160,1.5,1,451,2250,NA,61000,0.0041,20.8,671,high,NA,312.45
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,ibex,Ibex,797,1256,169,274,1.1,0.8,489,2850,NA,82500,0.005,20.9,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,nubiana,Nubian ibex,NA,NA,150,NA,1,NA,NA,NA,NA,46250,NA,22.4,"John Gramieri, pers. comm.",acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Siberian ibex,NA,NA,175,NA,NA,NA,NA,3640,NA,130000,NA,22.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,crispus,Japanese serow,1095,1095,215,NA,1,1,548,3510.5,NA,80000,NA,24,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,Serow,912,1004,213,NA,1,1,NA,3500,NA,95000,NA,18.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis,Bay duiker,578,NA,236,NA,1,NA,NA,1610,NA,11600,NA,17.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,jentinki,Jentink's duiker,NA,NA,NA,NA,1,NA,NA,4581,NA,70000.3,NA,21,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,natalensis,Natal duiker,NA,NA,213,NA,1,NA,235,955,NA,10000,NA,15.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,niger,Black duiker,NA,NA,128,NA,1,NA,NA,1940,NA,18100,NA,14.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,nigrifrons,Black-fronted duiker,NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,NA,17.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,270,270,230,NA,1,NA,NA,943,NA,13000,NA,15.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor,Yellow-backed duiker,NA,NA,165,38,1,1,306,2400,20512.5,62000,NA,22.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,weynsi,Weyns's duiker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou,Black wildebeest,763,NA,259,228,1,NA,NA,11000,NA,132250,NA,21.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,Blue wildebeest,411,912,253,278,1,1,365,18125,NA,164500,0.0026,24.3,671,high,196500,311.15
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi,639,NA,238,NA,1,0.6,NA,11100,NA,110000,NA,23.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,Sassaby or blesbok,707,NA,243,152,1.2,NA,365,6792,NA,84500,0.0056,23,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,NA,NA,175,NA,1,NA,NA,NA,NA,15011,NA,14.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,thomsonii,Thomson's gazelle,365,NA,170,102,1,1.5,190,2600,NA,25000,NA,20,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Cuvier's gazelle,349,180,171,NA,1.5,NA,274,NA,NA,17500,NA,17.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,dorcas,Dorcas gazelle,730,589,182,82,1,1,338,1650,7000,14500,NA,23.7,671,high,NA,312.05
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,gazella,Mountain gazelle,476,NA,180,88,1,1.5,297,2360,NA,23250,NA,18.3,671,high,NA,312.65
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,leptoceros,Rhim gazelle,157,NA,176,NA,1,NA,NA,4640,NA,48500,NA,14.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,subgutturosa,Goitered gazelle,646,746,175,106,1.3,1,NA,2625,13500,48500,NA,16.3,671,high,NA,312.65
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,669,NA,188,152,1.3,NA,246,NA,NA,75000,NA,17.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,Himalayan tahr,547,730,183,151,1,1,365,2000,NA,35200,NA,21.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,730,814,284,183,1,NA,331,15167,NA,225000,NA,25.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,Sable antelope,768,1184,271,213,1,1,365,16375,NA,225000,NA,22.2,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,771,NA,264,213,1,1,365,9000,NA,175333,NA,30,671,high,1e+05,311.85
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,403,365,251,189,1,1.3,NA,5405,31600,105000,NA,21.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,leche,Lechwe,898,1050,229,137,1,NA,NA,5100,NA,94800,NA,25.4,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,megaceros,Nile lechwe,730,730,235,NA,1,1,353,5100,NA,90000,NA,21.1,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Litocranius,walleri,Gerenuk,359,NA,204,241,1,NA,241,NA,NA,43500,NA,17.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,guentheri,Gunther's dik-dik,NA,NA,178,84,1,2,NA,681.67,2825.5,4550,NA,17.5,671,acceptable,NA,310.95
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Kirk's dik-dik,213,304,172,71,1,2,244,600,1780,5000,0.0124,17.3,671,acceptable,4290,312.15
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,baileyi,Red goral,NA,NA,213,NA,1.5,NA,NA,NA,NA,28863,NA,19,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,caudatus,Chinese goral,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,20.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,Goral,500,500,215,NA,1,1,365,2000,NA,31750,NA,17.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,dama,Dama gazelle,NA,NA,208,NA,1,NA,182,NA,NA,73000,NA,19.3,671,acceptable,NA,312.35
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,granti,Grant's gazelle,251,NA,196,NA,1,NA,NA,5602.5,NA,67000,NA,19.7,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,soemmerringii,Soemmering's gazelle,640,NA,190,NA,1,NA,NA,NA,NA,48500,NA,15.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,moschatus,Suni,183,183,180,NA,1,NA,NA,NA,NA,6500,NA,13.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,Royal antelope,NA,NA,183,NA,1,NA,NA,NA,NA,2250,NA,11.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,Mountain goat,912,912,184,122,1.2,1,365,3200,NA,90000,NA,20.8,671,acceptable,32000,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,oreotragus,Klipspringer,365,365,196,137,1,1,365,1130,NA,12000,NA,25.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,dammah,Scimitar-horned oryx,639,NA,247,NA,1,NA,NA,10317,NA,177500,NA,27.5,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,gazella,Gemsbok,550,550,270,NA,1,1.3,NA,12000,NA,170000,NA,23.8,671,high,NA,312.05
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,Arabian oryx,794,NA,243,137,1,1,NA,NA,NA,121350,NA,20.8,671,high,NA,311.65
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,304,426,193,137,1,1.5,185,2235,NA,17000,NA,15.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,Muskox,1096,1278,258,213,1,0.8,608,11460,NA,315000,0.0041,27.4,671,acceptable,NA,310.85
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Argali,403,823,170,135,1,1,365,3400,NA,160000,NA,16.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,aries,Domestic sheep or mouflon,548,914,146,182,1.58,1,365,2370,17500,80000,NA,22.8,671,high,NA,311.95
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,707,749,180,152,1,1,365,4400,28000,70275,0.0031,20.6,671,acceptable,67030.8,311.15
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,Dall's sheep,684,639,173,129,1,1,365,2819,NA,73100,NA,19.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,Maxwell's duiker,730,NA,120,61,1,1,NA,832,NA,7000,NA,18.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,Blue duiker,487,685,193,NA,1,NA,265,800,NA,6250,NA,15.9,671,acceptable,4200,312.55
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Procapra,gutturosa,Mongolian gazelle,532,NA,185,NA,1.3,1,365,2900,NA,30000,NA,12,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois,nayaur,Bharal,730,NA,160,182,1.5,NA,NA,NA,NA,55000,NA,20.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Raphicerus,campestris,Steenbok,238,243,197,91,1,NA,215,920,NA,13000,NA,9.3,671,acceptable,9600,312.55
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca,arundinum,Southern reedbuck,NA,NA,224,NA,1,NA,376,4500,NA,58000,NA,16.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca,fulvorufula,Mountain reedbuck,388,335,216,NA,1,1.1,353,3000,NA,30000,0.0093,15,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,rupicapra,Chamois,674,669,122,76,1,1,365,2400,NA,37500,NA,17.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Bush duiker,255,255,165,191,1,1.4,245,1612,NA,18500,NA,15.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo,1475,1674,331,289,1,0.4,635,44000,166000,7e+05,0.0026,32.8,"Thomas Brockmann, pers. comm.",acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus,derbianus,Giant eland,1107,NA,264,NA,1,NA,NA,NA,NA,680000,NA,20.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Eland,589,571,274,182,1,NA,340,32000,NA,5e+05,0.0019,26.1,671,high,141404,309.65
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tetracerus,quadricornis,Four-horned antelope,365,NA,212,NA,1.5,NA,316,1044,NA,19000,NA,17.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,angasii,Nyala,452,NA,224,213,1,1.2,295,5232.5,NA,120000,NA,18.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,eurycerus,Bongo,806,914,288,NA,1,0.7,NA,19800,NA,307500,NA,21.9,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,imberbis,Lesser kudu,504,504,235,274,1,1.3,259,6000,NA,82500,0.0095,19.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,496,NA,188,NA,1,1.5,236,3800,NA,60000,0.0044,15.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,spekii,Sitatunga,401,NA,242,NA,1,1,353,4000,NA,87500,NA,22.6,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Greater kudu,517,NA,228,183,1,1,365,15000,NA,217500,NA,23.5,671,high,NA,312.05
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,bactrianus,Bactrian camel,1278,1278,395,319,1,0.5,730,36000,NA,475000,NA,35.4,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,Dromedary,1095,2191,405,500,1,0.7,607,37000,253484,434000,NA,28.4,671,acceptable,407000,310.65
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,glama,Llama,800,800,330,152,1,1,NA,11000,NA,140000,NA,28.9,671,high,115000,311.45
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,guanicoe,Guanaco,365,730,335,345,1,0.5,NA,11500,NA,127500,NA,33.7,671,high,NA,311.15
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,pacos,Alpaca,432,500,345,213,1.04,NA,NA,7210,NA,62000,NA,25.8,671,high,NA,312.25
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,vicugna,Vicugna,730,730,340,213,1,0.7,548,5740,NA,50000,0.0057,31.6,671,acceptable,NA,313.05
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,axis,Chital,766,913,226,122,1.03,NA,426,3144,NA,36000,NA,20.8,671,high,NA,312.35
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,calamianensis,Calamian deer,NA,NA,224,NA,2,NA,NA,NA,NA,40500,NA,17.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,kuhlii,Bawean deer,NA,NA,227,NA,1.2,1.3,NA,NA,NA,55000,NA,17.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,porcinus,Hog deer,304,NA,232,182,1,NA,NA,2532,NA,43000,NA,22.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,Western roe deer,413,655,153,89,1.6,1,365,1010,8692.5,21666.7,NA,17.5,671,acceptable,21500,311.15
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,Red deer,852,730,245,156,1,0.9,NA,10100,56500,2e+05,0.006,31.5,671,high,67000,308.35
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,nippon,Sika deer,500,500,210,172,1,1,NA,5750,28590,42000,NA,26.3,671,high,NA,312.95
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,dama,Fallow deer,487,507,233,183,1,1,365,4500,22570,70000,NA,21.1,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus,cephalophus,Tufted deer,639,730,180,NA,1,NA,NA,NA,NA,33500,NA,22.7,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphurus,davidianus,Pere David's deer,821,1186,288,167,1,1,360,11000,NA,186500,NA,27.5,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hydropotes,inermis,Chinese water deer,183,NA,190,NA,2.7,NA,NA,1042,NA,11500,NA,13.9,671,acceptable,NA,311.45
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Red brocket,395,365,225,182,1.3,1,NA,538.5,NA,33000,NA,17.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,gouazoubira,Gray brocket,395,365,212,NA,1,NA,NA,919,NA,17000,NA,14.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,Indian muntjac,272,332,210,61,1.17,NA,241,1223,NA,21000,NA,18.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,Reeves's muntjac,274,NA,199,NA,1,1.5,215,1050,NA,18000,NA,23.2,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,478,503,207,132,1.5,1,365,2950,23100,57000,0.0057,22,671,acceptable,NA,313.15
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,309,417,198,129,2,1,304,3000,36000,87000,0.007,23,956,high,61862.5,312.15
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas deer,365,NA,213,167,1,1,330,2100,NA,32500,NA,21.9,671,acceptable,NA,310.65
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Przewalskium,albirostre,Thorold's deer,730,NA,253,NA,1,1,NA,NA,NA,135000,NA,21.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu,puda,Southern pudu,274,320,200,61,1,NA,NA,900,NA,10000,0.0186,18.3,956,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou and reindeer,662,680,228,120,1,1,365,6500,20000,101250,0.0047,21.8,956,high,85000,310.35
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,duvaucelii,Barasingha,1095,NA,250,NA,1,NA,NA,NA,NA,170000,NA,24.5,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,eldii,Eld's deer,508,NA,241,240,1,1,372,4750,NA,122500,NA,20.5,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,alfredi,Visayan spotted deer,NA,NA,243,NA,NA,NA,NA,NA,NA,46475,NA,18.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,timorensis,Timor deer,464,NA,251,228,1,1,366,NA,NA,63000,NA,21.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,unicolor,Sambar,650,NA,232,213,1,1,NA,10000,NA,185000,NA,26.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,1278,1644,457,152,1,0.5,620,58500,NA,8e+05,NA,39.5,671,high,NA,310.25
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,Okapi,578,790,458,194,1,0.8,NA,16000,77000,225000,NA,33.5,671,acceptable,NA,311.22
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,Pygmy hippopotamus,1278,1644,199,198,1,0.4,NA,4900,NA,215000,NA,42.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,1279,1279,234,341,1,0.6,563,40000,237500,3750000,NA,61.2,671,acceptable,NA,308.55
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,babyrussa,Babirusa,548,548,153,213,1.3,2,NA,715,NA,71500,NA,22.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Wart hog,578,578,164,84,3,1.5,426,660,NA,1e+05,NA,20.9,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus,porcus,Red river hog,1096,1096,122,91,3,NA,365,775,NA,88000,0.0099,22,671,high,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,barbatus,Bearded pig,NA,NA,122,NA,4,1,NA,NA,NA,102750,NA,16.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,salvanius,Pygmy hog,700,700,108,NA,3,NA,NA,191.5,NA,8000,NA,14,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,Wild boar,334,768,115,56,7,1.5,230,960,5700,130000,0.0095,27,671,high,135000,312.15
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,verrucosus,Javan pig,274,NA,120,NA,6,NA,NA,1000,NA,76000,NA,17,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Collared peccary,329,358,145,49,2,2,155,700,4881,20200,NA,31.5,671,high,20500,310.65
Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,White-lipped peccary,548,548,158,50,2,NA,NA,700,NA,22000,NA,28.5,671,acceptable,NA,311.65
Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Moschiola,meminna,Indian spotted chevrotain,NA,NA,150,NA,1.5,NA,NA,319,NA,2450,NA,14.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,Lesser mouse-deer,167,167,144,84,1,NA,NA,370,NA,2850,NA,14,671,acceptable,1615.5,311.55
Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,napu,Greater mouse-deer,137,135,153,91,1,1,152,373,NA,6500,NA,16.7,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Red panda,550,550,116,137,2,1,365,100,1140,4325,0.009,19,671,high,5740,310.75
Animalia,Chordata,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Short-eared dog,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,11.9,671,acceptable,NA,NA
